Ver. 1.0					
double	double	double	double	double	double #
224	223	224	226	224	224
223	223	224	226	224	223
223	223	224	226	225	223
223	222	224	226	225	224
224	222	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	223	224
223	223	224	226	225	223
224	223	224	226	224	224
223	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
223	223	224	226	225	223
224	224	224	226	225	224
223	223	224	226	224	223
224	223	224	226	225	223
224	223	224	227	224	224
224	224	224	226	225	224
224	223	224	226	225	224
224	224	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	224	224
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
223	225	224	226	224	224
225	223	224	226	224	225
225	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
223	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	222	224	226	225	223
224	224	224	226	225	223
224	223	224	226	224	222
224	224	224	226	224	223
225	223	224	226	225	224
224	223	224	226	225	223
226	223	224	226	225	223
229	223	224	226	225	224
227	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	224
224	223	224	226	224	224
224	223	224	226	225	223
224	224	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	224	224	226	225	223
225	223	224	226	225	223
224	223	224	226	225	225
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	224
225	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
224	222	224	226	225	223
223	223	224	226	225	224
225	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	225	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
225	223	224	226	225	223
223	223	224	226	225	224
224	222	224	226	225	223
227	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
224	224	224	226	225	224
223	223	224	226	225	224
224	223	224	226	225	223
224	222	224	226	225	224
224	223	224	227	225	223
224	223	224	226	225	224
225	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	225	226	225	223
224	223	224	226	225	223
229	223	224	226	225	223
225	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
229	222	224	226	225	223
224	223	224	226	225	224
240	222	224	226	225	223
243	223	224	226	225	224
255	223	224	226	225	224
254	223	224	226	225	223
267	223	224	226	224	224
278	223	224	226	225	223
277	223	224	226	225	223
273	223	224	226	225	224
256	223	224	226	225	224
247	223	224	226	225	224
243	223	224	226	225	224
237	223	224	226	225	223
223	224	224	226	225	223
224	223	224	226	225	258
223	222	224	226	224	334
223	222	224	225	224	362
223	222	224	225	223	368
223	222	224	226	224	364
223	222	223	225	224	395
223	222	223	225	224	388
223	223	223	225	224	393
223	222	223	225	224	399
224	222	223	225	224	394
224	222	224	225	224	369
224	222	224	226	224	352
223	222	224	225	224	356
224	222	224	225	224	358
224	222	224	225	224	369
224	222	224	225	224	380
224	222	224	225	224	392
224	223	224	225	224	393
225	222	223	225	224	385
224	222	224	226	224	375
224	222	224	225	224	362
224	222	224	226	224	352
224	222	224	226	224	326
224	222	224	226	224	335
225	222	224	226	224	309
223	223	224	226	224	295
224	223	224	226	225	289
224	223	224	225	224	242
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
225	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	222	224	226	225	223
223	223	224	226	225	223
224	222	224	225	390	223
223	222	223	225	403	223
223	222	223	225	411	223
223	222	224	225	402	222
223	222	224	225	360	223
224	223	224	226	269	223
224	223	224	226	233	223
224	223	224	226	225	224
224	222	224	226	225	223
223	223	224	226	225	223
263	223	224	226	225	223
256	223	224	226	225	223
264	223	224	226	224	224
223	223	224	226	225	223
223	222	224	226	225	224
223	222	224	226	224	224
223	222	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	224	223
223	223	224	226	224	224
223	223	224	226	239	223
223	222	224	226	251	223
223	223	224	226	261	223
224	223	224	226	289	223
223	222	224	226	316	223
224	223	224	226	327	223
224	222	224	226	345	223
223	222	224	225	346	223
223	222	224	225	342	223
224	222	224	226	337	222
223	223	224	227	275	223
224	223	224	226	225	224
224	222	224	226	225	224
223	222	224	226	224	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	224	224	226	224	224
223	223	224	226	225	224
224	224	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	224	224
224	223	224	226	224	223
223	223	224	226	225	222
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
223	225	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	222
224	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	223
224	224	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
223	222	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	224
223	222	224	226	225	224
223	223	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	225	225	223
224	223	224	226	224	224
224	223	224	226	225	224
223	222	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	225
224	224	224	226	224	223
224	222	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	223
225	223	224	226	225	223
224	223	224	227	225	223
224	223	224	226	225	224
224	222	224	226	225	224
224	223	224	226	224	223
223	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	223
223	223	224	226	225	223
223	223	224	227	224	223
224	223	224	226	224	224
223	223	224	226	225	224
223	224	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	224	224
223	223	224	226	225	224
223	224	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	223
223	222	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
223	224	224	226	224	224
223	223	224	226	225	223
224	223	224	226	225	224
224	223	225	226	225	223
224	223	224	226	225	223
223	223	224	226	225	223
223	223	224	226	225	224
223	223	224	226	224	223
224	223	224	226	225	223
224	229	224	226	224	223
224	243	224	226	224	224
223	223	224	226	225	223
224	224	224	226	225	224
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
223	223	224	226	225	223
224	223	225	226	225	224
224	241	224	226	225	223
224	249	224	226	224	223
224	265	224	226	224	223
225	270	224	226	225	223
223	277	224	226	224	223
224	280	224	226	224	223
224	287	224	226	224	223
224	300	224	226	224	224
224	307	224	225	225	223
223	303	224	226	224	223
224	274	224	226	224	223
224	251	224	226	224	224
224	223	224	226	224	224
224	223	224	226	224	224
224	223	224	226	224	223
223	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
225	223	224	227	225	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	224	223
225	223	224	226	224	223
224	223	224	226	225	223
224	222	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	224	223
223	222	224	226	224	223
224	222	224	225	224	223
224	222	224	226	224	222
224	222	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	224
225	222	224	226	224	223
224	222	224	226	224	223
224	222	224	226	224	223
224	222	224	226	224	223
224	223	224	226	224	224
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	227	224	223
224	223	224	226	225	223
223	223	224	226	224	224
224	223	224	226	225	224
224	223	224	226	224	224
224	223	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
225	223	224	226	224	223
224	223	224	226	225	224
224	222	224	226	225	223
224	222	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	224	223
224	222	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	222	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	224	223
224	224	224	226	225	224
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	224	224	226	224	224
223	223	224	226	225	224
225	224	224	226	225	225
223	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
223	223	224	226	225	224
225	223	224	226	224	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
223	225	224	226	224	224
225	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
223	223	224	226	225	224
225	223	224	226	225	222
224	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
225	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	224	223
224	224	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
225	223	224	226	225	224
224	222	224	226	224	224
224	223	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	224
224	223	224	225	224	223
224	223	224	226	224	224
224	222	224	226	224	224
224	222	224	226	224	222
224	223	224	226	224	224
224	223	224	226	225	223
225	222	224	226	224	223
224	222	224	225	224	223
224	223	224	226	224	223
224	222	224	226	224	223
224	223	224	226	224	223
224	223	224	225	224	223
225	222	224	226	224	223
224	222	224	226	224	223
224	222	224	226	224	223
224	222	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	223
224	222	224	226	224	223
224	222	224	225	224	222
224	222	224	226	224	223
224	223	224	226	224	223
224	224	224	226	224	224
224	223	224	226	224	223
224	223	224	226	224	223
224	222	224	226	224	224
224	223	224	226	224	223
224	223	224	226	224	223
224	222	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	224	223
224	222	224	226	225	223
224	223	224	226	224	224
224	223	224	226	224	223
223	223	224	226	224	224
224	223	224	226	224	223
224	222	224	226	224	223
224	223	224	226	225	223
224	222	224	226	223	223
224	222	224	226	224	223
224	223	224	226	224	222
224	222	224	226	224	223
224	222	224	225	224	223
224	222	224	226	224	222
223	222	224	226	224	223
224	223	224	226	224	223
224	222	223	226	224	223
224	222	224	225	224	223
224	222	224	226	224	222
224	222	224	225	224	222
223	222	223	225	224	222
224	222	223	225	224	223
224	222	223	225	224	223
224	222	224	225	224	222
224	222	223	225	224	222
224	222	223	225	224	222
224	222	223	225	224	222
224	222	223	225	224	223
224	223	224	226	224	223
224	222	224	226	224	223
224	222	224	225	224	223
224	222	224	226	224	223
224	223	224	226	224	223
225	222	224	226	225	223
224	222	224	226	224	223
224	222	224	226	224	223
224	222	224	226	223	222
225	222	224	226	224	223
224	223	224	225	224	223
224	223	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	223
224	223	224	226	224	224
224	223	224	226	224	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	225	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	224	224
224	223	224	226	225	223
225	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	224
223	223	224	227	225	223
223	223	224	226	224	224
224	223	224	227	225	223
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	224
224	223	224	226	225	224
225	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	237	224	226	224	223
224	282	224	226	224	223
224	293	224	226	224	223
224	300	224	226	224	224
224	307	224	226	224	223
224	295	224	226	224	223
223	304	224	226	224	223
223	303	224	226	224	223
223	297	224	226	224	224
223	300	224	226	224	224
223	307	224	226	224	223
223	310	224	226	224	223
223	313	224	226	224	223
223	301	224	226	224	223
223	318	224	226	224	223
223	301	224	226	224	223
223	301	224	226	224	223
223	287	224	225	224	223
223	254	224	226	224	223
223	244	224	226	225	224
224	226	224	226	225	223
223	225	224	226	224	224
223	225	224	226	225	224
223	226	224	226	225	223
222	232	224	226	225	223
223	233	224	226	225	223
223	230	224	226	224	223
223	232	224	226	225	224
223	232	224	226	225	223
223	231	224	226	225	224
224	230	224	226	225	223
225	229	224	226	225	223
223	229	224	226	224	224
224	230	224	226	225	224
224	228	224	226	225	224
224	229	224	226	225	224
224	229	224	226	225	223
225	231	224	226	225	224
223	232	224	226	225	223
224	234	224	226	225	224
224	236	224	226	224	223
223	236	224	226	224	223
224	237	224	226	225	223
223	235	224	226	225	223
224	234	224	226	225	223
224	227	224	226	224	224
224	235	224	226	225	223
223	251	224	226	224	224
225	256	224	226	225	223
223	256	224	226	224	223
224	258	224	226	224	224
224	256	224	227	224	223
224	249	224	226	225	224
223	249	224	226	224	223
223	258	224	226	224	223
223	256	224	225	225	223
223	261	224	226	225	223
223	268	224	226	224	223
224	276	224	226	224	224
224	274	224	226	224	224
224	289	224	226	224	223
223	297	224	226	224	223
224	272	224	226	225	223
224	283	224	226	224	223
224	285	224	226	225	223
223	286	224	226	224	223
224	279	224	226	224	223
224	268	224	226	224	223
224	266	224	226	224	224
224	256	224	226	225	223
224	258	224	226	224	222
224	267	224	226	224	224
224	273	224	226	224	223
225	284	224	226	224	224
224	283	224	226	224	223
224	265	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	224	223
223	223	224	226	225	224
223	223	224	226	225	223
223	223	224	226	225	224
223	222	224	226	225	223
223	223	224	226	225	223
224	223	224	226	225	223
223	223	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	225	225	223
225	223	224	226	225	224
224	223	224	226	225	224
223	222	224	226	225	223
224	223	224	226	225	224
224	223	225	226	225	223
225	223	224	225	225	223
223	223	224	226	225	223
224	223	224	226	225	224
224	222	224	226	225	224
224	223	224	226	224	223
224	223	224	226	225	224
225	223	256	226	224	224
224	223	281	226	225	223
224	222	256	226	224	224
224	222	260	226	224	224
224	222	295	226	224	223
224	223	294	226	224	223
224	223	314	226	224	223
224	222	321	226	224	223
224	222	313	226	224	223
224	223	314	226	224	223
224	222	315	226	224	223
224	223	297	226	224	224
224	222	298	226	224	222
224	222	299	226	224	224
224	222	293	226	224	223
224	222	287	226	224	224
224	222	284	226	224	223
224	223	301	226	224	223
224	223	302	226	224	223
224	223	289	226	225	223
224	222	303	226	224	223
224	222	297	226	224	223
224	223	296	226	224	224
224	223	295	226	224	223
223	223	288	226	224	223
224	223	284	226	224	223
224	222	297	226	224	223
224	223	304	226	225	223
224	222	316	226	224	223
224	223	327	226	224	223
223	223	321	226	224	222
224	223	301	226	224	223
224	222	316	226	224	223
224	222	319	226	224	222
224	222	311	226	224	223
224	222	338	226	224	223
223	222	383	226	224	223
224	222	387	225	224	223
224	222	415	225	224	222
224	221	434	225	224	223
223	222	428	225	224	222
224	222	456	225	223	222
224	222	470	225	223	222
224	221	483	225	223	222
224	221	511	225	223	222
224	222	552	225	224	222
224	222	560	225	224	222
224	223	565	226	224	223
223	222	573	225	224	222
224	222	595	226	224	223
224	222	602	225	224	223
224	222	599	226	224	222
224	223	610	226	224	223
224	222	604	226	224	223
223	222	606	226	224	222
224	222	607	226	224	223
224	222	605	226	224	222
224	222	603	226	224	223
224	222	595	226	224	223
223	222	598	226	224	223
224	223	604	226	224	223
224	222	584	225	224	222
224	222	570	226	224	223
224	222	559	225	224	223
224	223	551	225	224	222
223	222	538	226	224	222
224	222	527	225	224	222
224	222	517	225	223	222
224	221	506	225	223	222
224	221	518	225	223	222
224	223	543	225	224	223
225	222	546	226	224	222
224	222	533	225	223	222
224	222	510	225	223	222
224	222	486	225	223	222
224	222	475	225	223	222
224	222	449	225	223	222
224	222	436	225	224	222
224	222	394	225	224	223
224	222	384	226	224	223
224	222	350	226	224	223
224	222	330	226	224	223
224	223	299	226	224	223
225	223	281	226	224	223
224	223	254	226	224	223
224	223	224	226	224	223
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	225
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	222	224	226	224	223
223	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	224
224	223	224	293	224	223
224	222	224	302	224	223
224	223	224	301	224	224
224	223	224	293	224	223
224	223	224	313	224	223
224	222	224	315	225	223
224	223	224	309	224	223
225	223	224	295	224	223
224	223	224	280	224	224
224	223	224	275	224	223
224	222	224	264	224	224
224	222	224	246	224	223
224	223	224	241	225	223
224	223	224	263	225	223
224	223	224	264	224	223
224	223	224	265	224	223
224	223	224	270	224	223
224	223	224	280	224	223
224	223	224	277	225	223
224	223	224	279	224	223
224	223	224	283	224	223
230	222	224	286	224	223
269	223	224	296	224	223
292	222	224	282	224	223
312	224	224	284	224	223
359	223	224	290	224	223
337	223	224	310	225	223
320	222	224	311	224	223
336	222	224	303	224	224
317	223	224	299	224	223
346	223	224	286	224	223
346	223	224	262	225	223
355	223	224	255	224	223
338	223	224	256	225	224
293	224	224	240	225	223
248	223	224	241	224	224
225	223	224	248	225	224
223	223	224	247	224	223
224	223	224	266	224	223
224	223	224	286	225	223
224	223	224	295	224	223
223	223	224	300	224	223
225	222	224	335	224	222
223	223	224	333	224	223
224	222	224	348	224	223
224	223	224	346	228	222
224	222	224	362	226	223
223	223	223	406	224	222
225	222	223	472	223	222
224	222	223	498	223	222
224	221	223	499	223	221
224	221	222	516	223	222
224	222	223	520	224	222
223	222	223	526	223	222
224	222	223	533	223	222
225	222	223	542	223	222
224	222	223	545	224	223
224	221	223	556	224	222
224	222	223	525	223	222
224	221	223	478	223	222
225	222	223	413	224	225
224	222	224	363	224	222
224	223	224	345	224	223
224	223	224	347	223	222
224	222	224	352	224	223
224	222	224	356	224	222
224	222	224	356	224	223
224	222	224	341	224	224
224	222	224	323	224	222
224	223	224	320	224	223
224	223	224	293	224	223
224	223	224	253	225	223
224	223	224	233	225	223
224	223	224	226	224	224
224	223	224	226	225	224
224	223	224	226	225	224
224	223	224	226	225	223
224	223	224	226	224	224
224	223	224	225	225	223
224	223	224	226	225	224
224	223	224	226	225	224
224	222	224	226	224	223
224	223	225	226	225	223
224	223	224	226	225	223
228	223	224	226	225	223
227	223	224	226	224	224
224	223	224	226	225	224
224	222	224	226	225	224
224	223	224	226	225	227
224	222	223	225	243	497
225	222	223	225	280	591
224	222	223	225	256	554
224	222	223	225	228	530
224	222	222	225	231	502
224	221	223	224	237	504
224	221	223	225	237	495
224	222	223	225	223	487
224	221	223	225	223	483
224	221	223	225	223	488
224	221	222	225	223	474
234	222	223	225	223	459
242	222	223	225	225	436
232	222	223	225	238	420
232	222	223	225	253	407
226	222	223	225	265	391
224	222	224	225	274	359
224	222	224	226	277	331
228	222	224	226	278	319
232	223	224	226	278	223
238	223	224	226	282	223
245	223	224	226	286	222
259	223	224	226	300	223
278	223	224	226	312	223
279	222	224	226	326	223
230	222	224	226	329	223
244	222	224	226	328	222
254	222	224	226	321	223
225	223	224	226	302	223
235	223	224	226	287	222
229	222	224	226	291	223
237	224	224	226	286	223
263	223	224	226	289	222
281	223	224	226	293	243
285	222	224	225	299	284
291	222	224	225	306	297
303	222	224	225	314	319
316	221	223	225	312	370
312	222	223	225	295	368
314	222	224	225	285	360
328	222	224	225	269	354
320	222	224	226	298	315
333	222	224	226	297	271
320	222	224	226	322	228
321	222	224	225	334	224
329	222	224	226	335	223
328	222	224	226	342	223
311	222	224	226	339	223
319	222	224	226	336	223
328	222	224	226	347	223
291	223	224	226	351	225
271	222	224	225	365	230
282	222	224	226	365	228
300	222	224	225	378	223
338	222	224	225	390	222
331	222	224	225	358	222
295	223	224	226	356	223
292	222	224	225	330	223
290	222	224	226	312	223
284	222	224	226	313	223
290	222	224	226	300	222
299	223	224	226	287	224
307	223	224	225	274	223
293	222	224	226	309	223
280	223	224	226	291	223
270	222	224	226	309	222
277	223	224	226	276	224
269	224	224	226	271	223
258	223	224	226	280	223
261	223	224	226	298	223
290	223	224	226	274	223
310	223	224	226	274	223
304	223	224	226	290	223
288	223	224	226	311	223
297	222	224	226	335	223
341	222	224	226	336	223
347	223	224	226	337	222
308	222	224	225	345	223
305	222	224	225	341	223
333	222	224	225	340	223
347	222	224	226	338	223
366	222	224	225	340	223
369	222	224	226	325	223
394	223	224	226	320	223
388	222	224	226	317	223
398	223	224	226	305	227
409	223	224	226	273	224
413	223	224	226	258	224
436	223	224	226	245	223
434	223	224	226	261	223
423	223	224	226	276	225
441	223	224	226	293	223
437	222	224	226	297	229
433	222	224	226	294	233
415	222	224	226	289	241
373	223	224	226	292	249
361	222	224	226	300	257
351	222	224	225	293	275
337	222	224	226	261	269
298	223	224	226	257	269
297	223	224	226	240	270
320	223	224	226	238	273
335	223	224	226	243	279
328	223	224	226	255	287
329	223	224	226	236	292
301	222	224	226	257	309
294	222	224	225	297	328
292	222	223	225	317	338
297	221	223	225	320	341
286	222	223	225	333	334
256	222	224	225	315	315
224	222	224	225	310	291
224	223	224	225	330	281
225	222	224	225	356	257
224	222	223	225	389	248
224	222	224	225	376	224
224	222	224	226	345	223
224	223	224	226	290	223
224	222	224	226	261	224
224	224	224	226	265	224
224	223	224	226	262	223
224	223	224	226	225	223
224	223	224	226	225	223
224	223	224	226	225	223
224	222	224	226	224	224
224	223	224	226	225	223
224	223	224	226	224	223
224	223	224	226	225	223
224	222	224	226	225	223
223	223	224	226	225	223
224	224	224	226	240	223
224	223	224	226	276	223
223	223	224	226	302	223
224	222	224	226	363	222
224	222	224	225	398	223
223	222	223	225	422	222
224	221	223	225	445	221
223	221	223	225	476	222
224	222	223	225	502	222
224	221	223	224	512	222
224	221	223	225	499	222
224	221	223	225	487	222
224	222	223	225	470	222
223	222	223	225	440	222
224	223	223	225	401	223
223	222	224	225	386	223
224	222	224	225	367	223
223	222	224	225	360	223
224	222	223	226	368	222
224	223	224	226	357	223
223	222	224	225	339	223
224	222	224	226	312	223
224	223	224	226	278	223
223	223	224	226	258	223
224	223	224	226	255	223
224	222	224	225	329	223
223	222	224	225	319	223
224	223	224	226	314	223
224	222	224	226	310	222
223	222	224	226	302	223
224	222	224	226	345	223
224	222	223	225	388	222
224	223	224	225	391	222
224	222	224	225	403	222
224	222	223	225	418	222
224	222	224	225	363	223
225	222	224	225	366	223
224	222	223	225	387	222
224	223	224	226	314	223
224	223	224	226	321	223
224	222	224	226	318	222
224	222	224	226	321	223
225	223	224	226	311	223
224	222	224	226	315	223
224	223	224	226	292	223
224	222	224	226	301	222
224	223	224	226	326	223
223	222	224	225	365	223
224	223	224	226	256	223
224	222	224	226	310	222
224	222	224	226	304	223
224	223	224	226	313	223
224	222	224	226	324	222
224	223	224	226	332	222
224	222	224	225	339	223
225	222	224	226	351	223
224	222	224	226	355	223
224	222	224	225	377	223
224	222	224	225	366	223
223	222	224	225	377	224
224	222	224	226	361	223
224	221	224	226	355	223
224	222	224	226	332	223
224	223	224	226	325	223
224	222	224	226	311	222
224	222	224	226	318	223
224	222	224	225	332	223
224	222	224	226	311	223
224	223	224	226	278	223
224	223	224	226	299	224
224	222	224	225	340	223
224	222	224	226	319	223
224	222	224	226	333	224
224	222	224	226	316	223
224	222	224	226	338	222
224	222	224	225	367	223
224	223	224	226	367	222
224	222	224	225	384	223
224	222	223	225	398	223
224	222	224	225	390	222
224	222	224	225	389	223
224	222	224	225	392	222
224	222	223	225	413	222
224	222	223	225	448	222
224	222	223	225	467	222
224	221	223	225	485	222
224	220	223	225	489	222
224	221	223	225	493	221
224	221	223	225	486	222
224	222	223	225	482	221
223	221	222	225	470	222
224	222	224	225	415	222
224	222	223	225	425	222
224	221	223	225	401	223
224	222	223	225	412	222
224	222	223	225	413	223
224	222	223	225	430	223
224	222	223	225	425	222
224	222	223	225	425	223
224	222	223	225	431	222
224	222	223	225	444	222
224	223	224	225	402	223
223	222	223	225	405	223
224	222	224	225	405	222
224	222	223	225	407	223
225	222	223	225	419	222
223	223	223	225	421	223
224	222	223	225	427	222
223	222	223	225	449	223
224	222	223	225	466	221
224	222	223	225	469	221
224	221	223	225	463	222
224	222	223	225	448	222
224	222	223	225	416	222
223	222	223	225	432	222
224	222	223	225	420	224
224	222	224	225	387	223
223	222	224	225	372	223
224	223	224	226	327	222
224	223	224	226	277	223
223	223	224	226	245	223
223	223	224	226	233	224
223	223	224	226	236	224
223	222	224	226	250	224
224	224	224	226	249	224
223	223	224	226	249	223
224	223	224	226	242	223
224	223	224	226	241	223
224	223	224	226	247	224
224	223	224	226	246	224
224	223	224	226	260	223
223	223	224	226	243	223
224	223	224	226	237	223
223	222	224	226	245	223
224	223	224	226	252	224
224	223	224	226	266	224
223	223	224	226	291	223
224	223	224	226	291	225
223	222	224	226	305	223
224	223	224	226	346	222
224	222	224	225	362	223
224	222	224	225	387	223
224	223	224	225	390	222
224	222	223	225	392	222
223	222	224	225	396	222
224	222	224	225	385	223
223	221	223	225	406	222
223	222	223	225	428	223
223	222	223	225	439	222
224	222	223	225	443	222
223	222	223	225	447	223
223	222	223	225	441	222
223	222	223	225	432	222
223	221	223	225	414	223
223	222	223	225	417	222
223	222	223	225	400	222
223	222	223	225	399	222
223	222	224	225	393	222
223	222	223	225	394	222
223	222	223	225	402	222
223	222	224	225	404	222
223	222	223	225	412	223
224	222	223	225	427	222
223	222	223	225	434	222
223	222	223	225	453	222
222	221	223	225	415	222
223	222	224	225	404	223
223	223	223	225	407	222
223	222	223	225	414	223
223	222	223	225	408	222
223	222	224	225	402	222
223	222	223	225	398	222
